DATABASE_ID,MOLECULAR_WEIGHT,DRUG_GROUPS,GENERIC_NAME,SMILES,drug,Property,Value,Probability
DB00461,228.2863,approved,Nabumetone,COC1=CC2=C(C=C1)C=C(CCC(C)=O)C=C2,DB00461,Blood Brain Barrier,+,0.9401
DB00823,384.5085,approved,Ethynodiol diacetate,[H][C@@]12CC[C@@](OC(C)=O)(C#C)[C@@]1(C)CC[C@]1([H])[C@@]3([H])CC[C@H](OC(C)=O)C=C3CC[C@@]21[H],DB00823,Blood Brain Barrier,+,0.9399
DB01628,358.842,approved,Etoricoxib,CC1=NC=C(C=C1)C1=C(C=C(Cl)C=N1)C1=CC=C(C=C1)S(C)(=O)=O,DB01628,Blood Brain Barrier,+,0.9399
DB00964,245.109,approved,Apraclonidine,NC1=CC(Cl)=C(NC2=NCCN2)C(Cl)=C1,DB00964,Blood Brain Barrier,+,0.9398
DB00699,484.386,approved,Nicergoline,[H][C@@]12CC3=CN(C)C4=CC=CC(=C34)[C@]1(C[C@@H](COC(=O)C1=CN=CC(Br)=C1)CN2C)OC,DB00699,Blood Brain Barrier,+,0.9396
DB00802,416.5172,approved,Alfentanil,CCN1N=NN(CCN2CCC(COC)(CC2)N(C(=O)CC)C2=CC=CC=C2)C1=O,DB00802,Blood Brain Barrier,+,0.9396
DB00173,135.1267,approved,Adenine,NC1=C2NC=NC2=NC=N1,DB00173,Blood Brain Barrier,+,0.9395
DB06697,298.3746,approved,Artemether,[H][C@@]12CC[C@@H](C)[C@]3([H])CC[C@@]4(C)OO[C@@]13[C@]([H])(O[C@H](OC)[C@@H]2C)O4,DB06697,Blood Brain Barrier,+,0.9393
DB00425,307.3895,approved,Zolpidem,CN(C)C(=O)CC1=C(N=C2C=CC(C)=CN12)C1=CC=C(C)C=C1,DB00425,Blood Brain Barrier,+,0.9392
DB00577,324.3357,approved,Valaciclovir,CC(C)[C@H](N)C(=O)OCCOCN1C=NC2=C1NC(N)=NC2=O,DB00577,Blood Brain Barrier,+,0.9389
DB00576,270.331,approved,Sulfamethizole,CC1=NN=C(NS(=O)(=O)C2=CC=C(N)C=C2)S1,DB00576,Blood Brain Barrier,+,0.9388
DB01123,209.2465,approved,Proflavine,NC1=CC2=NC3=C(C=CC(N)=C3)C=C2C=C1,DB01123,Blood Brain Barrier,+,0.9388
DB06706,141.2539,approved,Isometheptene,CNC(C)CCC=C(C)C,DB06706,Blood Brain Barrier,+,0.9388
DB01294,362.0926,approved,Bismuth subsalicylate,O[Bi]1OC(=O)C2=CC=CC=C2O1,DB01294,Blood Brain Barrier,+,0.9387
DB08828,421.297,approved,Vismodegib,CS(=O)(=O)C1=CC(Cl)=C(C=C1)C(=O)NC1=CC=C(Cl)C(=C1)C1=CC=CC=N1,DB08828,Blood Brain Barrier,+,0.9387
DB00580,314.359,approved,Valdecoxib,CC1=C(C(=NO1)C1=CC=CC=C1)C1=CC=C(C=C1)S(N)(=O)=O,DB00580,Blood Brain Barrier,+,0.9386
DB00242,285.687,approved,Cladribine,NC1=C2N=CN([C@H]3C[C@H](O)[C@@H](CO)O3)C2=NC(Cl)=N1,DB00242,Blood Brain Barrier,+,0.9386
DB00299,253.2578,approved,Penciclovir,NC1=NC(=O)C2=C(N1)N(CCC(CO)CO)C=N2,DB00299,Blood Brain Barrier,+,0.9386
DB00741,362.4599,approved,Hydrocortisone,[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,DB00741,Blood Brain Barrier,+,0.9383
DB00121,244.311,approved,Biotin,[H][C@]12CS[C@@H](CCCCC(O)=O)[C@@]1([H])NC(=O)N2,DB00121,Blood Brain Barrier,+,0.9383
DB01048,286.3323,approved,Abacavir,NC1=NC2=C(N=CN2[C@@H]2C[C@H](CO)C=C2)C(NC2CC2)=N1,DB01048,Blood Brain Barrier,+,0.9383
DB05219,251.05,approved,Crisaborole,OB1OCC2=C1C=CC(OC1=CC=C(C=C1)C#N)=C2,DB05219,Blood Brain Barrier,+,0.9383
DB01610,354.3617,approved,Valganciclovir,CC(C)[C@H](N)C(=O)OCC(CO)OCN1C=NC2=C1NC(N)=NC2=O,DB01610,Blood Brain Barrier,+,0.9383
DB00635,358.4281,approved,Prednisone,[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)CC(=O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,DB00635,Blood Brain Barrier,+,0.9383
DB00860,360.444,approved,Prednisolone,[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,DB00860,Blood Brain Barrier,+,0.9383
DB00359,250.277,approved,Sulfadiazine,NC1=CC=C(C=C1)S(=O)(=O)NC1=NC=CC=N1,DB00359,Blood Brain Barrier,+,0.9383
DB00248,451.6043,approved,Cabergoline,[H][C@@]12CC3=CNC4=CC=CC(=C34)[C@@]1([H])C[C@H](CN2CC=C)C(=O)N(CCCN(C)C)C(=O)NCC,DB00248,Blood Brain Barrier,+,0.9383
DB01178,273.736,approved,Chlormezanone,CN1C(C2=CC=C(Cl)C=C2)S(=O)(=O)CCC1=O,DB01178,Blood Brain Barrier,+,0.9383
DB00194,267.2413,approved,Vidarabine,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,DB00194,Blood Brain Barrier,+,0.9383
DB00604,465.945,approved,Cisapride,CO[C@H]1CN(CCCOC2=CC=C(F)C=C2)CC[C@H]1NC(=O)C1=CC(Cl)=C(N)C=C1OC,DB00604,Blood Brain Barrier,+,0.9383
DB00752,133.194,approved,Tranylcypromine,NC1CC1C1=CC=CC=C1,DB00752,Blood Brain Barrier,+,0.9383
DB00205,248.711,approved,Pyrimethamine,CCC1=C(C(N)=NC(N)=N1)C1=CC=C(Cl)C=C1,DB00205,Blood Brain Barrier,+,0.9383
DB00640,267.2413,approved,Adenosine,NC1=C2N=CN([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)C2=NC=N1,DB00640,Blood Brain Barrier,+,0.9383
DB01206,233.695,approved,Lomustine,ClCCN(N=O)C(=O)NC1CCCCC1,DB01206,Blood Brain Barrier,+,0.9383
DB01395,366.4932,approved,Drospirenone,[H][C@@]12C[C@]1([H])[C@@]1([H])[C@]3([H])[C@]4([H])C[C@]4([H])[C@@]4(CCC(=O)O4)[C@@]3(C)CC[C@]1([H])[C@@]1(C)CCC(=O)C=C21,DB01395,Blood Brain Barrier,+,0.9383
DB00379,179.2588,approved,Mexiletine,CC(N)COC1=C(C)C=CC=C1C,DB00379,Blood Brain Barrier,+,0.9382
DB00260,102.0919,approved,Cycloserine,N[C@@H]1CONC1=O,DB00260,Blood Brain Barrier,+,0.9382
DB00489,272.364,approved,Sotalol,CC(C)NCC(O)C1=CC=C(NS(C)(=O)=O)C=C1,DB00489,Blood Brain Barrier,+,0.9382
DB00263,267.304,approved,Sulfisoxazole,CC1=NOC(NS(=O)(=O)C2=CC=C(N)C=C2)=C1C,DB00263,Blood Brain Barrier,+,0.9382
DB00851,182.187,approved,Dacarbazine,CN(C)\N=N\C1=C(N=CN1)C(N)=O,DB00851,Blood Brain Barrier,+,0.9382
DB00354,433.028,approved,Buclizine,CC(C)(C)C1=CC=C(CN2CCN(CC2)C(C2=CC=CC=C2)C2=CC=C(Cl)C=C2)C=C1,DB00354,Blood Brain Barrier,+,0.9382
DB06691,285.384,approved,Mepyramine,COC1=CC=C(CN(CCN(C)C)C2=NC=CC=C2)C=C1,DB06691,Blood Brain Barrier,+,0.9382
DB00996,171.2368,approved,Gabapentin,NCC1(CC(O)=O)CCCCC1,DB00996,Blood Brain Barrier,+,0.9382
DB00468,324.4168,approved,Quinine,[H][C@]1(C[C@@H]2CC[N@]1C[C@@H]2C=C)[C@H](O)C1=CC=NC2=CC=C(OC)C=C12,DB00468,Blood Brain Barrier,+,0.9382
DB08797,137.136,approved,Salicylamide,NC(=O)C1=CC=CC=C1O,DB08797,Blood Brain Barrier,+,0.9382
DB00589,338.4466,approved,Lisuride,[H][C@@]12CC3=CNC4=CC=CC(=C34)C1=C[C@@H](CN2C)NC(=O)N(CC)CC,DB00589,Blood Brain Barrier,+,0.9382
DB01205,303.2884,approved,Flumazenil,CCOC(=O)C1=C2CN(C)C(=O)C3=C(C=CC(F)=C3)N2C=N1,DB01205,Blood Brain Barrier,+,0.9382
DB00193,263.3752,approved,Tramadol,COC1=CC=CC(=C1)[C@@]1(O)CCCC[C@@H]1CN(C)C,DB00193,Blood Brain Barrier,+,0.9382
DB01080,129.157,approved,Vigabatrin,NC(CCC(O)=O)C=C,DB01080,Blood Brain Barrier,+,0.9382
DB04820,298.3397,approved,Nialamide,O=C(CCNNC(=O)C1=CC=NC=C1)NCC1=CC=CC=C1,DB04820,Blood Brain Barrier,+,0.9382
DB00285,277.4018,approved,Venlafaxine,COC1=CC=C(C=C1)C(CN(C)C)C1(O)CCCCC1,DB00285,Blood Brain Barrier,+,0.9382
DB01217,293.3663,approved,Anastrozole,CC(C)(C#N)C1=CC(=CC(CN2C=NC=N2)=C1)C(C)(C)C#N,DB01217,Blood Brain Barrier,+,0.9382
DB01005,76.0547,approved,Hydroxyurea,NC(=O)NO,DB01005,Blood Brain Barrier,+,0.9382
DB00273,339.362,approved,Topiramate,[H][C@@]12CO[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@@]3([H])[C@]1([H])OC(C)(C)O2,DB00273,Blood Brain Barrier,+,0.9382
DB01095,411.4659,approved,Fluvastatin,CC(C)N1C(\C=C\[C@H](O)C[C@H](O)CC(O)=O)=C(C2=CC=C(F)C=C2)C2=CC=CC=C12,DB01095,Blood Brain Barrier,+,0.9382
DB00196,306.2708,approved,Fluconazole,OC(CN1C=NC=N1)(CN1C=NC=N1)C1=C(F)C=C(F)C=C1,DB00196,Blood Brain Barrier,+,0.9382
DB04832,317.23,approved,Zimelidine,CN(C)C\C=C(\C1=CC=C(Br)C=C1)C1=CC=CN=C1,DB04832,Blood Brain Barrier,+,0.9382
DB00555,256.091,approved,Lamotrigine,NC1=NC(N)=C(N=N1)C1=C(Cl)C(Cl)=CC=C1,DB00555,Blood Brain Barrier,+,0.9382
DB01009,254.2806,approved,Ketoprofen,CC(C(O)=O)C1=CC(=CC=C1)C(=O)C1=CC=CC=C1,DB01009,Blood Brain Barrier,+,0.9382
DB00402,388.808,approved,Eszopiclone,CN1CCN(CC1)C(=O)O[C@@H]1N(C(=O)C2=NC=CN=C12)C1=NC=C(Cl)C=C1,DB00402,Blood Brain Barrier,+,0.9382
DB01157,369.4176,approved,Trimetrexate,COC1=CC(NCC2=C(C)C3=C(C=C2)N=C(N)N=C3N)=CC(OC)=C1OC,DB01157,Blood Brain Barrier,+,0.9382
DB00529,126.0053,approved,Foscarnet,OC(=O)P(O)(O)=O,DB00529,Blood Brain Barrier,+,0.9382
DB00819,222.245,approved,Acetazolamide,CC(=O)NC1=NN=C(S1)S(N)(=O)=O,DB00819,Blood Brain Barrier,+,0.9382
DB00769,475.6175,approved,Hydrocortamate,[H][C@@]12CC[C@](O)(C(=O)COC(=O)CN(CC)CC)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,DB00769,Blood Brain Barrier,+,0.9382
DB01587,368.814,approved,Ketazolam,CN1C2=C(C=C(Cl)C=C2)C2(OC(C)=CC(=O)N2CC1=O)C1=CC=CC=C1,DB01587,Blood Brain Barrier,+,0.9382
DB01198,388.808,approved,Zopiclone,CN1CCN(CC1)C(=O)OC1N(C(=O)C2=NC=CN=C12)C1=NC=C(Cl)C=C1,DB01198,Blood Brain Barrier,+,0.9382
DB01041,258.2295,approved,Thalidomide,O=C1N(C2CCC(=O)NC2=O)C(=O)C2=CC=CC=C12,DB01041,Blood Brain Barrier,+,0.9382
DB00927,337.445,approved,Famotidine,NC(N)=NC1=NC(CSCCC(N)=NS(N)(=O)=O)=CS1,DB00927,Blood Brain Barrier,+,0.9382
DB00828,138.059,approved,Fosfomycin,C[C@@H]1O[C@@H]1P(O)(O)=O,DB00828,Blood Brain Barrier,+,0.9382
DB01260,416.5073,approved,Desonide,[H][C@@]12C[C@H]3OC(C)(C)O[C@@]3(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,DB01260,Blood Brain Barrier,+,0.9382
DB00908,324.4168,approved,Quinidine,[H][C@@]12CCN(C[C@@H]1C=C)[C@]([H])(C2)[C@@H](O)C1=C2C=C(OC)C=CC2=NC=C1,DB00908,Blood Brain Barrier,+,0.9382
DB01192,301.3371,approved,Oxymorphone,[H][C@@]12OC3=C(O)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1(O)CCC2=O,DB01192,Blood Brain Barrier,+,0.9382
DB00230,159.2261,approved,Pregabalin,CC(C)C[C@H](CN)CC(O)=O,DB00230,Blood Brain Barrier,+,0.9382
DB01015,253.278,approved,Sulfamethoxazole,CC1=CC(NS(=O)(=O)C2=CC=C(N)C=C2)=NO1,DB01015,Blood Brain Barrier,+,0.9382
DB00906,375.548,approved,Tiagabine,CC1=C(SC=C1)C(=CCCN1CCC[C@H](C1)C(O)=O)C1=C(C)C=CS1,DB00906,Blood Brain Barrier,+,0.9382
DB04953,303.3314,approved,Ezogabine,CCOC(=O)NC1=C(N)C=C(NCC2=CC=C(F)C=C2)C=C1,DB04953,Blood Brain Barrier,+,0.9382
DB02513,150.221,approved,Thymol,CC(C)C1=C(O)C=C(C)C=C1,DB02513,Blood Brain Barrier,+,0.9381
DB01075,255.3547,approved,Diphenhydramine,CN(C)CCOC(C1=CC=CC=C1)C1=CC=CC=C1,DB01075,Blood Brain Barrier,+,0.9381
DB00811,244.2047,approved,Ribavirin,NC(=O)C1=NN(C=N1)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,DB00811,Blood Brain Barrier,+,0.9381
DB00518,265.331,approved,Albendazole,CCCSC1=CC2=C(C=C1)N=C(NC(=O)OC)N2,DB00518,Blood Brain Barrier,+,0.9381
DB00818,178.2707,approved,Propofol,CC(C)C1=CC=CC(C(C)C)=C1O,DB00818,Blood Brain Barrier,+,0.9381
DB00649,224.2133,approved,Stavudine,CC1=CN([C@@H]2O[C@H](CO)C=C2)C(=O)NC1=O,DB00649,Blood Brain Barrier,+,0.9381
DB00440,290.3177,approved,Trimethoprim,COC1=CC(CC2=CN=C(N)N=C2N)=CC(OC)=C1OC,DB00440,Blood Brain Barrier,+,0.9381
DB00234,313.397,approved,Reboxetine,[H][C@@](OC1=CC=CC=C1OCC)(C1=CC=CC=C1)[C@@]1([H])CNCCO1,DB00234,Blood Brain Barrier,+,0.9381
DB00439,459.5503,approved,Cerivastatin,COCC1=C(C2=CC=C(F)C=C2)C(\C=C\[C@@H](O)C[C@@H](O)CC(O)=O)=C(C(C)C)N=C1C(C)C,DB00439,Blood Brain Barrier,+,0.9381
DB00857,291.4299,approved,Terbinafine,CN(C\C=C\C#CC(C)(C)C)CC1=CC=CC2=CC=CC=C12,DB00857,Blood Brain Barrier,+,0.9381
DB08826,139.1519,approved,Deferiprone,CN1C=CC(=O)C(O)=C1C,DB08826,Blood Brain Barrier,+,0.9381
DB01142,279.3761,approved,Doxepin,[H]C(CCN(C)C)=C1C2=CC=CC=C2COC2=CC=CC=C12,DB01142,Blood Brain Barrier,+,0.9381
DB00328,357.788,approved,Indomethacin,COC1=CC2=C(C=C1)N(C(=O)C1=CC=C(Cl)C=C1)C(C)=C2CC(O)=O,DB00328,Blood Brain Barrier,+,0.9381
DB00899,376.4467,approved,Remifentanil,CCC(=O)N(C1=CC=CC=C1)C1(CCN(CCC(=O)OC)CC1)C(=O)OC,DB00899,Blood Brain Barrier,+,0.9381
DB00929,382.5341,approved,Misoprostol,CCCCC(C)(O)C\C=C\[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)OC,DB00929,Blood Brain Barrier,+,0.938
DB00894,300.3921,approved,Testolactone,[H][C@@]12CCC3=CC(=O)C=C[C@]3(C)[C@@]1([H])CC[C@]1(C)OC(=O)CC[C@@]21[H],DB00894,Blood Brain Barrier,+,0.9379
DB00296,274.4011,approved,Ropivacaine,CCCN1CCCC[C@H]1C(=O)NC1=C(C)C=CC=C1C,DB00296,Blood Brain Barrier,+,0.9377
DB00530,393.4357,approved,Erlotinib,COCCOC1=CC2=C(C=C1OCCOC)C(NC1=CC(=CC=C1)C#C)=NC=N2,DB00530,Blood Brain Barrier,+,0.9376
DB00945,180.1574,approved,Acetylsalicylic acid,CC(=O)OC1=CC=CC=C1C(O)=O,DB00945,Blood Brain Barrier,+,0.9376
DB00416,906.6279,approved,Metocurine iodide,[I-].[I-].[H][C@@]12CC3=CC=C(OC4=C5C(CC[N+](C)(C)[C@]5([H])CC5=CC(OC6=C(OC)C=C(CC[N+]1(C)C)C2=C6)=C(OC)C=C5)=CC(OC)=C4OC)C=C3,DB00416,Blood Brain Barrier,+,0.9374
DB00480,259.2606,approved,Lenalidomide,NC1=CC=CC2=C1CN(C1CCC(=O)NC1=O)C2=O,DB00480,Blood Brain Barrier,+,0.9372
DB00732,1243.49,approved,Atracurium besylate,[O-]S(=O)(=O)C1=CC=CC=C1.[O-]S(=O)(=O)C1=CC=CC=C1.COC1=CC2=C(C=C1OC)C(CC1=CC(OC)=C(OC)C=C1)[N+](C)(CCC(=O)OCCCCCOC(=O)CC[N+]1(C)CCC3=C(C=C(OC)C(OC)=C3)C1CC1=CC(OC)=C(OC)C=C1)CC2,DB00732,Blood Brain Barrier,+,0.9367
DB00446,323.129,approved,Chloramphenicol,OC[C@@H](NC(=O)C(Cl)Cl)[C@H](O)C1=CC=C(C=C1)[N+]([O-])=O,DB00446,Blood Brain Barrier,+,0.9366
DB06708,528.94,approved,Lumefantrine,CCCCN(CCCC)CC(O)C1=C2C(=CC(Cl)=C1)\C(=C/C1=CC=C(Cl)C=C1)C1=C2C=CC(Cl)=C1,DB06708,Blood Brain Barrier,+,0.9363
DB00308,384.576,approved,Ibutilide,CCCCCCCN(CC)CCCC(O)C1=CC=C(NS(C)(=O)=O)C=C1,DB00308,Blood Brain Barrier,+,0.9363
DB00601,337.3461,approved,Linezolid,CC(=O)NC[C@H]1CN(C(=O)O1)C1=CC(F)=C(C=C1)N1CCOCC1,DB00601,Blood Brain Barrier,+,0.9363
DB04822,335.4809,approved,Oxeladin,CCN(CC)CCOCCOC(=O)C(CC)(CC)C1=CC=CC=C1,DB04822,Blood Brain Barrier,+,0.9363
DB00297,288.4277,approved,Bupivacaine,CCCCN1CCCCC1C(=O)NC1=C(C)C=CC=C1C,DB00297,Blood Brain Barrier,+,0.936
DB01002,288.4277,approved,Levobupivacaine,CCCCN1CCCC[C@H]1C(=O)NC1=C(C)C=CC=C1C,DB01002,Blood Brain Barrier,+,0.936
DB01390,84.0066,approved,Sodium bicarbonate,[Na+].OC([O-])=O,DB01390,Blood Brain Barrier,+,0.936
DB01581,264.304,approved,Sulfamerazine,CC1=NC(NS(=O)(=O)C2=CC=C(N)C=C2)=NC=C1,DB01581,Blood Brain Barrier,+,0.9356
DB00868,603.7419,approved,Benzonatate,CCCCNC1=CC=C(C=C1)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC,DB00868,Blood Brain Barrier,+,0.9355
DB01020,191.1388,approved,Isosorbide mononitrate,[H][C@]12OC[C@@H](O[N+]([O-])=O)[C@@]1([H])OC[C@@H]2O,DB01020,Blood Brain Barrier,+,0.9355
DB00937,205.2961,approved,Diethylpropion,CCN(CC)C(C)C(=O)C1=CC=CC=C1,DB00937,Blood Brain Barrier,+,0.9354
DB06209,373.441,approved,Prasugrel,CC(=O)OC1=CC2=C(CCN(C2)C(C(=O)C2CC2)C2=CC=CC=C2F)S1,DB06209,Blood Brain Barrier,+,0.9352
DB04574,350.429,approved,Estrone sulfate,C[C@]12CC[C@H]3[C@@H](CCC4=C3C=CC(OS(O)(=O)=O)=C4)[C@@H]1CCC2=O,DB04574,Blood Brain Barrier,+,0.935
DB00181,213.661,approved,Baclofen,NCC(CC(O)=O)C1=CC=C(Cl)C=C1,DB00181,Blood Brain Barrier,+,0.9339
DB05260,255.738,approved,Gallium nitrate,[Ga+3].[O-][N+]([O-])=O.[O-][N+]([O-])=O.[O-][N+]([O-])=O,DB05260,Blood Brain Barrier,+,0.9337
DB01039,360.831,approved,Fenofibrate,CC(C)OC(=O)C(C)(C)OC1=CC=C(C=C1)C(=O)C1=CC=C(Cl)C=C1,DB01039,Blood Brain Barrier,+,0.9334
DB00797,160.2157,approved,Tolazoline,C(C1=NCCN1)C1=CC=CC=C1,DB00797,Blood Brain Barrier,+,0.9334
DB00152,265.355,approved,Thiamine,CC1=C(CCO)SC=[N+]1CC1=CN=C(C)N=C1N,DB00152,Blood Brain Barrier,+,0.933
DB06605,459.4971,approved,Apixaban,COC1=CC=C(C=C1)N1N=C(C(N)=O)C2=C1C(=O)N(CC2)C1=CC=C(C=C1)N1CCCCC1=O,DB06605,Blood Brain Barrier,+,0.9329
DB00636,242.699,approved,Clofibrate,CCOC(=O)C(C)(C)OC1=CC=C(Cl)C=C1,DB00636,Blood Brain Barrier,+,0.9329
DB01124,270.348,approved,Tolbutamide,CCCCNC(=O)NS(=O)(=O)C1=CC=C(C)C=C1,DB01124,Blood Brain Barrier,+,0.9321
DB00421,416.573,approved,Spironolactone,[H][C@@]12CC[C@@]3(CCC(=O)O3)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])[C@@]([H])(CC2=CC(=O)CC[C@]12C)SC(C)=O,DB00421,Blood Brain Barrier,+,0.932
DB00159,302.451,approved,Icosapent,CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCCC(O)=O,DB00159,Blood Brain Barrier,+,0.9314
DB00132,278.4296,approved,alpha-Linolenic acid,CC\C=C/C\C=C/C\C=C/CCCCCCCC(O)=O,DB00132,Blood Brain Barrier,+,0.9314
DB00325,215.938,approved,Nitroprusside,O=N[Fe--](C#N)(C#N)(C#N)(C#N)C#N,DB00325,Blood Brain Barrier,+,0.9314
DB00471,586.183,approved,Montelukast,OC(=O)CC1(CC1)CS[C@H](CCC1=CC=CC=C1C(O)(C)C)C1=CC=CC(\C=C\C2=NC3=C(C=CC(Cl)=C3)C=C2)=C1,DB00471,Blood Brain Barrier,+,0.9311
DB00755,300.442,approved,Tretinoin,C\C(\C=C\C1=C(C)CCCC1(C)C)=C/C=C/C(/C)=C/C(O)=O,DB00755,Blood Brain Barrier,+,0.9311
DB00982,300.4351,approved,Isotretinoin,C\C(\C=C\C1=C(C)CCCC1(C)C)=C/C=C/C(/C)=C\C(O)=O,DB00982,Blood Brain Barrier,+,0.9311
DB00523,300.4351,approved,Alitretinoin,C\C(\C=C\C1=C(C)CCCC1(C)C)=C\C=C\C(\C)=C\C(O)=O,DB00523,Blood Brain Barrier,+,0.9311
DB00911,247.272,approved,Tinidazole,CCS(=O)(=O)CCN1C(C)=NC=C1[N+]([O-])=O,DB00911,Blood Brain Barrier,+,0.9308
DB00957,369.4971,approved,Norgestimate,[H][C@@]12CC[C@@](OC(C)=O)(C#C)[C@@]1(CC)CC[C@]1([H])[C@@]3([H])CC\C(C=C3CC[C@@]21[H])=N/O,DB00957,Blood Brain Barrier,+,0.9307
DB00345,194.1873,approved,Aminohippuric acid,NC1=CC=C(C=C1)C(=O)NCC(O)=O,DB00345,Blood Brain Barrier,+,0.9304
DB00600,200.2332,approved,Monobenzone,OC1=CC=C(OCC2=CC=CC=C2)C=C1,DB00600,Blood Brain Barrier,+,0.9299
DB00916,171.154,approved,Metronidazole,CC1=NC=C(N1CCO)[N+]([O-])=O,DB00916,Blood Brain Barrier,+,0.9297
DB08860,421.4608,approved,Pitavastatin,O[C@H](C[C@H](O)\C=C\C1=C(C2=CC=C(F)C=C2)C2=CC=CC=C2N=C1C1CC1)CC(O)=O,DB08860,Blood Brain Barrier,+,0.9296
DB14596,466.96,approved,Loteprednol etabonate,[H][C@@]12CC[C@](OC(=O)OCC)(C(=O)OCCl)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,DB14596,Blood Brain Barrier,+,0.9294
DB00565,929.16,approved,Cisatracurium,COC1=CC2=C(C=C1OC)[C@@H](CC1=CC(OC)=C(OC)C=C1)[N@@+](C)(CCC(=O)OCCCCCOC(=O)CC[N@@+]1(C)CCC3=C(C=C(OC)C(OC)=C3)[C@H]1CC1=CC(OC)=C(OC)C=C1)CC2,DB00565,Blood Brain Barrier,+,0.9291
DB01600,260.308,approved,Tiaprofenic acid,CC(C(O)=O)C1=CC=C(S1)C(=O)C1=CC=CC=C1,DB01600,Blood Brain Barrier,+,0.9289
DB00870,260.308,approved,Suprofen,CC(C(O)=O)C1=CC=C(C=C1)C(=O)C1=CC=CS1,DB00870,Blood Brain Barrier,+,0.9289
DB01586,392.572,approved,Ursodeoxycholic acid,[H][C@@]1(CC[C@@]2([H])[C@]3([H])[C@@H](O)C[C@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCC(O)=O,DB01586,Blood Brain Barrier,+,0.9288
DB02659,408.5714,approved,Cholic Acid,[H][C@@](C)(CCC(O)=O)[C@@]1([H])CC[C@@]2([H])[C@]3([H])[C@]([H])(O)C[C@]4([H])C[C@]([H])(O)CC[C@]4(C)[C@@]3([H])C[C@]([H])(O)[C@]12C,DB02659,Blood Brain Barrier,+,0.9288
DB06777,392.572,approved,Chenodeoxycholic acid,[H][C@@]1(CC[C@@]2([H])[C@]3([H])[C@H](O)C[C@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCC(O)=O,DB06777,Blood Brain Barrier,+,0.9288
DB03619,392.572,approved,Deoxycholic acid,[H][C@@]12CC[C@H]([C@H](C)CCC(O)=O)[C@@]1(C)[C@@H](O)C[C@@]1([H])[C@@]2([H])CC[C@]2([H])C[C@H](O)CC[C@]12C,DB03619,Blood Brain Barrier,+,0.9288
DB00227,404.5396,approved,Lovastatin,[H][C@]12[C@H](C[C@@H](C)C=C1C=C[C@H](C)[C@@H]2CC[C@@H]1C[C@@H](O)CC(=O)O1)OC(=O)[C@@H](C)CC,DB00227,Blood Brain Barrier,+,0.9287
DB00750,220.3107,approved,Prilocaine,CCCNC(C)C(=O)NC1=CC=CC=C1C,DB00750,Blood Brain Barrier,+,0.9285
DB04115,336.3612,approved,Berberine,COC1=CC=C2C=C3C4=CC5=C(OCO5)C=C4CC[N+]3=CC2=C1OC,DB04115,Blood Brain Barrier,+,0.9279
DB03756,328.4883,approved,Doconexent,CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCC(O)=O,DB03756,Blood Brain Barrier,+,0.9277
DB01582,278.33,approved,Sulfamethazine,CC1=CC(C)=NC(NS(=O)(=O)C2=CC=C(N)C=C2)=N1,DB01582,Blood Brain Barrier,+,0.9275
DB01426,326.4326,approved,Ajmaline,CC[C@H]1[C@@H]2C[C@H]3[C@@H]4N(C)C5=CC=CC=C5[C@]44C[C@@H](C2[C@H]4O)N3[C@@H]1O,DB01426,Blood Brain Barrier,+,0.9273
DB06616,530.446,approved,Bosutinib,COC1=CC(NC2=C(C=NC3=CC(OCCCN4CCN(C)CC4)=C(OC)C=C23)C#N)=C(Cl)C=C1Cl,DB06616,Blood Brain Barrier,+,0.9272
DB01029,428.5294,approved,Irbesartan,CCCCC1=NC2(CCCC2)C(=O)N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NNN=N1,DB01029,Blood Brain Barrier,+,0.9271
